chb03 0 0 0.1 1.0 1.0 1.0 78.048
chb03 0 0 0.2 1.0 1.0 1.0 76.185
chb03 0 0 0.5 1.0 1.0 1.0 76.029
chb03 0 0 1.0 1.0 1.0 1.0 75.353
chb03 0 0 2.0 0.82 0.98 0.86 75.541
chb03 0 136 0.1 1.0 1.0 1.0 44.079
chb03 0 136 0.2 1.0 1.0 1.0 41.296
chb03 0 136 0.5 1.0 1.0 1.0 41.624
chb03 0 136 1.0 0.98 1.0 0.99 40.975
chb03 0 136 2.0 0.7 0.93 0.74 40.712
chb03 100 0 0.1 0.78 0.19 0.04 24.502
chb03 100 0 0.2 0.43 0.58 0.39 24.18
chb03 100 0 0.5 0.4 0.75 0.47 24.556
chb03 100 0 1.0 0.46 0.77 0.52 24.447
chb03 100 0 2.0 0.41 0.77 0.47 24.171
chb03 100 136 0.1 0.63 0.24 0.12 21.958
chb03 100 136 0.2 0.36 0.61 0.37 22.1
chb03 100 136 0.5 0.4 0.7 0.46 21.872
chb03 100 136 1.0 0.42 0.73 0.48 21.897
chb03 100 136 2.0 0.35 0.73 0.4 21.8
chb03 200 0 0.1 0.79 0.19 0.04 52.881
chb03 200 0 0.2 0.48 0.6 0.43 52.956
chb03 200 0 0.5 0.51 0.78 0.59 54.011
chb03 200 0 1.0 0.52 0.79 0.6 53.744
chb03 200 0 2.0 0.47 0.8 0.53 52.6
chb03 200 136 0.1 0.67 0.26 0.15 46.411
chb03 200 136 0.2 0.41 0.66 0.42 46.496
chb03 200 136 0.5 0.48 0.76 0.55 45.866
chb03 200 136 1.0 0.47 0.77 0.53 45.538
chb03 200 136 2.0 0.41 0.76 0.45 45.803
chb03 300 0 0.1 0.82 0.34 0.18 69.919
chb03 300 0 0.2 0.51 0.67 0.47 68.399
chb03 300 0 0.5 0.57 0.83 0.65 69.588
chb03 300 0 1.0 0.57 0.84 0.65 69.244
chb03 300 0 2.0 0.5 0.82 0.56 68.538
chb03 300 136 0.1 0.67 0.37 0.21 61.233
chb03 300 136 0.2 0.43 0.71 0.44 60.656
chb03 300 136 0.5 0.53 0.78 0.6 60.537
chb03 300 136 1.0 0.52 0.8 0.58 60.377
chb03 300 136 2.0 0.45 0.78 0.49 60.46
chb07 0 0 0.1 1.0 1.0 1.0 205.961
chb07 0 0 0.2 1.0 1.0 1.0 217.789
chb07 0 0 0.5 1.0 1.0 1.0 210.666
chb07 0 0 1.0 1.0 1.0 1.0 211.336
chb07 0 0 2.0 0.76 0.99 0.82 209.452
chb07 0 136 0.1 1.0 1.0 1.0 113.488
chb07 0 136 0.2 1.0 1.0 1.0 109.793
chb07 0 136 0.5 1.0 1.0 1.0 109.09
chb07 0 136 1.0 0.96 1.0 0.98 110.525
chb07 0 136 2.0 0.68 0.98 0.75 109.63
chb07 100 0 0.1 0.75 0.19 0.05 39.69
chb07 100 0 0.2 0.33 0.48 0.29 39.643
chb07 100 0 0.5 0.33 0.77 0.41 39.789
chb07 100 0 1.0 0.38 0.77 0.46 39.655
chb07 100 0 2.0 0.34 0.78 0.41 39.767
chb07 100 136 0.1 0.55 0.22 0.09 31.482
chb07 100 136 0.2 0.29 0.52 0.29 31.468
chb07 100 136 0.5 0.31 0.75 0.37 31.436
chb07 100 136 1.0 0.36 0.75 0.42 31.242
chb07 100 136 2.0 0.3 0.76 0.36 31.338
chb07 200 0 0.1 0.74 0.2 0.06 106.947
chb07 200 0 0.2 0.36 0.5 0.32 104.193
chb07 200 0 0.5 0.4 0.78 0.49 104.379
chb07 200 0 1.0 0.46 0.78 0.54 104.208
chb07 200 0 2.0 0.41 0.79 0.48 104.155
chb07 200 136 0.1 0.57 0.23 0.1 86.171
chb07 200 136 0.2 0.32 0.53 0.32 85.013
chb07 200 136 0.5 0.36 0.76 0.45 84.423
chb07 200 136 1.0 0.4 0.76 0.48 84.34
chb07 200 136 2.0 0.37 0.78 0.43 84.142
chb07 300 0 0.1 0.74 0.2 0.06 136.328
chb07 300 0 0.2 0.4 0.52 0.35 134.167
chb07 300 0 0.5 0.48 0.79 0.57 134.392
chb07 300 0 1.0 0.49 0.8 0.57 134.44
chb07 300 0 2.0 0.44 0.82 0.5 134.309
