chb03 0 14 3.0 0.91 0.9 0.9 50.13
chb03 0 14 5.0 0.89 0.85 0.86 48.81
chb03 0 14 7.0 0.87 0.8 0.83 49.41
chb03 0 14 9.0 0.86 0.77 0.81 48.471
chb03 0 14 11.0 0.87 0.75 0.8 47.455
chb03 0 14 13.0 0.87 0.73 0.79 49.399
chb03 0 36 3.0 0.89 0.89 0.89 33.762
chb03 0 36 5.0 0.88 0.82 0.85 33.175
chb03 0 36 7.0 0.87 0.76 0.81 31.697
chb03 0 36 9.0 0.86 0.74 0.78 32.53
chb03 0 36 11.0 0.86 0.71 0.77 32.937
chb03 0 36 13.0 0.86 0.69 0.75 33.561
chb03 100 14 3.0 0.34 0.54 0.35 32.253
chb03 100 14 5.0 0.36 0.54 0.38 32.248
chb03 100 14 7.0 0.35 0.54 0.35 32.618
chb03 100 14 9.0 0.37 0.52 0.36 32.519
chb03 100 14 11.0 0.38 0.48 0.33 32.588
chb03 100 14 13.0 0.38 0.4 0.29 32.77
chb03 100 36 3.0 0.31 0.51 0.32 19.273
chb03 100 36 5.0 0.35 0.5 0.33 19.181
chb03 100 36 7.0 0.35 0.49 0.29 19.281
chb03 100 36 9.0 0.36 0.46 0.28 19.355
chb03 100 36 11.0 0.35 0.4 0.24 19.521
chb03 100 36 13.0 0.29 0.34 0.16 19.617
chb03 200 14 3.0 0.42 0.62 0.45 59.919
chb03 200 14 5.0 0.4 0.59 0.46 59.822
chb03 200 14 7.0 0.37 0.55 0.41 59.817
chb03 200 14 9.0 0.38 0.56 0.4 59.955
chb03 200 14 11.0 0.34 0.5 0.35 60.102
chb03 200 14 13.0 0.33 0.48 0.33 60.625
chb03 200 36 3.0 0.36 0.56 0.39 36.588
chb03 200 36 5.0 0.35 0.54 0.39 36.795
chb03 200 36 7.0 0.32 0.51 0.33 36.901
chb03 200 36 9.0 0.32 0.48 0.32 36.825
chb03 200 36 11.0 0.31 0.46 0.29 36.952
chb03 200 36 13.0 0.29 0.44 0.26 36.921
chb03 300 14 3.0 0.47 0.7 0.51 62.478
chb03 300 14 5.0 0.44 0.66 0.48 62.398
chb03 300 14 7.0 0.43 0.64 0.45 62.126
chb03 300 14 9.0 0.43 0.62 0.42 62.479
chb03 300 14 11.0 0.41 0.6 0.38 62.678
chb03 300 14 13.0 0.38 0.59 0.37 62.373
chb03 300 36 3.0 0.41 0.68 0.45 57.193
chb03 300 36 5.0 0.38 0.63 0.42 57.276
chb03 300 36 7.0 0.37 0.61 0.39 57.129
chb03 300 36 9.0 0.36 0.6 0.37 57.421
chb03 300 36 11.0 0.36 0.58 0.34 57.519
chb03 300 36 13.0 0.36 0.57 0.33 57.46
chb07 0 14 3.0 0.93 0.84 0.88 107.596
chb07 0 14 5.0 0.89 0.74 0.81 108.433
chb07 0 14 7.0 0.89 0.68 0.76 105.062
chb07 0 14 9.0 0.88 0.64 0.73 110.988
chb07 0 14 11.0 0.87 0.61 0.7 108.173
chb07 0 14 13.0 0.87 0.59 0.68 108.484
chb07 0 36 3.0 0.92 0.81 0.86 70.651
chb07 0 36 5.0 0.9 0.69 0.77 70.438
chb07 0 36 7.0 0.89 0.64 0.73 67.541
chb07 0 36 9.0 0.88 0.59 0.68 70.654
chb07 0 36 11.0 0.88 0.56 0.66 68.883
chb07 0 36 13.0 0.88 0.54 0.64 68.716
chb07 100 14 3.0 0.32 0.59 0.35 37.168
chb07 100 14 5.0 0.3 0.59 0.35 37.457
