chb03 0 14 0.1 1.0 1.0 1.0 74.827
chb03 0 14 0.2 1.0 1.0 1.0 75.808
chb03 0 14 0.5 1.0 1.0 1.0 76.607
chb03 0 14 1.0 1.0 1.0 1.0 74.658
chb03 0 14 2.0 1.0 1.0 1.0 75.657
chb03 0 36 0.1 1.0 1.0 1.0 44.518
chb03 0 36 0.2 1.0 1.0 1.0 41.538
chb03 0 36 0.5 1.0 1.0 1.0 41.367
chb03 0 36 1.0 1.0 1.0 1.0 40.994
chb03 0 36 2.0 1.0 1.0 1.0 40.83
chb03 100 14 0.1 0.5 0.5 0.0 26.602
chb03 100 14 0.2 0.5 0.69 0.28 26.411
chb03 100 14 0.5 0.6 0.98 0.67 26.54
chb03 100 14 1.0 0.83 0.98 0.89 26.583
chb03 100 14 2.0 0.8 0.98 0.87 26.58
chb03 100 36 0.1 0.5 0.51 0.02 24.299
chb03 100 36 0.2 0.5 0.79 0.37 24.278
chb03 100 36 0.5 0.64 0.98 0.72 24.159
chb03 100 36 1.0 0.76 0.98 0.84 24.144
chb03 100 36 2.0 0.68 0.99 0.76 24.177
chb03 200 14 0.1 0.5 0.5 0.0 78.582
chb03 200 14 0.2 0.5 0.75 0.34 77.584
chb03 200 14 0.5 0.69 1.0 0.77 77.386
chb03 200 14 1.0 0.87 1.0 0.92 77.309
chb03 200 14 2.0 0.85 1.0 0.91 77.149
chb03 200 36 0.1 0.5 0.52 0.04 54.341
chb03 200 36 0.2 0.5 0.84 0.41 54.359
chb03 200 36 0.5 0.71 1.0 0.8 54.37
chb03 200 36 1.0 0.78 1.0 0.86 54.534
chb03 200 36 2.0 0.74 1.0 0.83 54.411
chb03 300 14 0.1 0.5 0.5 0.01 108.73
chb03 300 14 0.2 0.5 0.78 0.36 107.552
chb03 300 14 0.5 0.79 1.0 0.87 107.793
chb03 300 14 1.0 0.9 1.0 0.94 107.645
chb03 300 14 2.0 0.88 1.0 0.93 107.633
chb03 300 36 0.1 0.5 0.52 0.04 97.367
chb03 300 36 0.2 0.5 0.85 0.42 95.725
chb03 300 36 0.5 0.82 1.0 0.89 95.844
chb03 300 36 1.0 0.86 1.0 0.92 95.613
chb03 300 36 2.0 0.83 1.0 0.89 95.801
chb07 0 14 0.1 1.0 1.0 1.0 216.233
chb07 0 14 0.2 1.0 1.0 1.0 207.704
chb07 0 14 0.5 1.0 1.0 1.0 210.833
chb07 0 14 1.0 1.0 1.0 1.0 208.252
chb07 0 14 2.0 1.0 1.0 1.0 212.704
chb07 0 36 0.1 1.0 1.0 1.0 112.427
chb07 0 36 0.2 1.0 1.0 1.0 111.755
chb07 0 36 0.5 1.0 1.0 1.0 112.902
chb07 0 36 1.0 1.0 1.0 1.0 108.969
chb07 0 36 2.0 1.0 1.0 1.0 110.654
chb07 100 14 0.1 0.5 0.53 0.05 39.166
